player,player_id,team,opponent,round,kicks,marks,handballs,disp,goals,behinds,hit_outs,tackles,rebounds,inside_50,clearances,clangers,frees_for,frees_against,brownlow,contested_possessions,uncontested_possessions,contested_marks,marks_inside_50,one_percenters,bounces,goal_assists,pct_time_played,year,game_id,game_type,day,home_team,away_team,venue,home_goals,home_behinds,home_total,away_goals,away_behinds,away_total,date,home_team_code,away_team_code,margin,past_votes,disposals,disposals_per_time,goals_x_clearances,contested_possessions_x_tackles,clangers_x_frees_against,marks_inside_50_x_contested_marks,goal_assists_x_inside_50,clearance_efficiency,tackles_clangers_ratio,score_involvement,margin_x_past_votes,rebounds_x_one_percenters,vote_probability,adjusted_round
SAM WALSH,12684,CA,GE,13,13,4,17,30,0,3,0,7,3,3,7,5,2,3,0,11,20,0,0,0,1,0,79,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,0.045454545454545456,6,30,0.379746835443038,0,77,15,0,0,0.6363636363636364,1.4,0,0.2727272727272727,0,0.7989472,12
JACOB WEITERING,12402,CA,GE,13,14,11,5,19,0,0,0,1,5,0,0,1,0,1,0,3,16,0,0,3,0,0,100,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,0.045454545454545456,1,19,0.19,0,3,1,0,0,0.0,1.0,0,0.045454545454545456,15,0.13001722,12
BILLY WILSON,13244,CA,GE,13,17,5,5,22,0,0,0,3,4,2,1,2,2,0,0,5,13,0,0,0,4,0,71,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,0.045454545454545456,0,22,0.30985915492957744,0,15,0,0,0,0.2,1.5,0,0.0,0,0.11640513,12
FLYNN YOUNG,13245,CA,GE,13,5,2,2,7,2,1,0,1,0,1,1,1,0,0,0,4,5,0,1,2,0,1,75,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,0.045454545454545456,0,7,0.09333333333333334,2,4,0,0,1,0.25,1.0,3,0.0,0,0.026936285,12
TOM ATKINS,12690,GE,CA,13,2,1,14,16,0,0,0,7,0,1,4,4,3,4,0,13,5,0,0,3,1,0,69,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,3,16,0.2318840579710145,0,91,16,0,0,0.3076923076923077,1.75,0,-0.13636363636363635,0,0.04930317,12
MARK BLICAVS,12153,GE,CA,13,3,2,6,9,0,0,10,1,1,0,1,1,1,0,0,4,5,0,0,0,0,0,79,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,3,9,0.11392405063291139,0,4,0,0,0,0.25,1.0,0,-0.13636363636363635,0,0.02216415,12
TANNER BRUHN,12871,GE,CA,13,9,2,4,13,0,0,0,3,0,1,0,1,1,0,0,4,8,0,0,0,0,1,69,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,7,13,0.18840579710144928,0,12,0,0,1,0.0,3.0,1,-0.3181818181818182,0,0.024490891,12
JEREMY CAMERON,12017,GE,CA,13,12,8,1,13,4,3,0,0,0,2,0,1,0,0,0,2,11,1,6,1,0,0,95,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,20,13,0.1368421052631579,0,0,0,6,0,0.0,0.0,4,-0.9090909090909092,0,0.27999908,12
BRAD CLOSE,12806,GE,CA,13,3,2,8,11,0,1,0,5,0,4,0,0,1,0,0,4,7,0,0,0,0,0,79,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,0,11,0.13924050632911392,0,20,0,0,0,0.0,5.0,0,-0.0,0,0.022203164,12
PATRICK DANGERFIELD,11700,GE,CA,13,7,5,6,13,1,0,0,1,0,4,3,5,0,2,0,4,7,0,2,0,0,0,68,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,8,13,0.19117647058823528,3,4,10,0,0,0.75,0.2,1,-0.36363636363636365,0,0.0506342,12
SAM DE KONING,12891,GE,CA,13,8,5,4,12,0,0,3,0,0,2,0,2,1,1,0,6,7,3,0,1,0,0,81,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,2,12,0.14814814814814814,0,0,2,0,0,0.0,0.0,0,-0.09090909090909091,0,0.034428306,12
OLIVER DEMPSEY,12974,GE,CA,13,13,9,5,18,2,0,0,3,2,4,1,3,0,1,0,3,14,1,2,0,0,1,85,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,0,18,0.21176470588235294,2,9,3,2,4,0.3333333333333333,1.0,3,-0.0,0,0.09401497,12
MITCHELL EDWARDS,13285,GE,CA,13,1,3,7,8,0,0,22,4,0,2,2,2,3,1,0,5,4,0,0,0,0,0,63,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,0,8,0.12698412698412698,0,20,2,0,0,0.4,2.0,0,-0.0,0,0.024413923,12
ZACH GUTHRIE,12551,GE,CA,13,14,7,7,21,0,0,0,2,5,1,1,3,1,2,0,6,13,1,0,1,0,0,75,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,1,21,0.28,0,12,6,0,0,0.16666666666666666,0.6666666666666666,0,-0.045454545454545456,5,0.058665052,12
JACK HENRY,12607,GE,CA,13,8,3,4,12,2,1,1,2,0,2,1,0,3,0,0,8,4,2,0,2,0,0,81,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,0,12,0.14814814814814814,2,16,0,0,0,0.125,2.0,2,-0.0,0,0.03847107,12
OLIVER HENRY,12851,GE,CA,13,6,4,3,9,2,1,0,1,0,1,2,0,2,0,0,5,4,0,3,0,0,1,76,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,0,9,0.11842105263157894,4,5,0,0,1,0.4,1.0,3,-0.0,0,0.02758385,12
MAX HOLMES,12881,GE,CA,13,12,3,13,25,0,1,0,4,2,5,5,1,0,0,0,7,16,0,0,2,0,0,78,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,18,25,0.32051282051282054,0,28,0,0,0,0.7142857142857143,4.0,0,-0.8181818181818182,4,0.13287456,12
LAWSON HUMPHRIES,13160,GE,CA,13,13,6,8,21,0,0,0,2,4,1,1,2,0,1,0,5,14,0,0,5,1,0,78,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,0,21,0.2692307692307692,0,10,2,0,0,0.2,1.0,0,-0.0,20,0.07472392,12
JAKE KOLODJASHNIJ,12370,GE,CA,13,8,7,4,12,0,0,0,0,2,0,0,3,0,1,0,4,8,2,0,6,1,0,78,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,0,12,0.15384615384615385,0,0,3,0,0,0.0,0.0,0,-0.0,12,0.026853908,12
SHAUN MANNAGH,13104,GE,CA,13,13,1,4,17,1,1,0,7,1,8,1,2,0,1,0,7,11,0,0,0,0,1,82,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,2,17,0.2073170731707317,1,49,2,0,8,0.14285714285714285,3.5,2,-0.09090909090909091,0,0.07127212,12
GRYAN MIERS,12689,GE,CA,13,10,4,11,21,0,0,0,1,0,1,2,1,0,0,0,4,16,0,0,0,0,0,76,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,8,21,0.27631578947368424,0,4,0,0,0,0.5,1.0,0,-0.36363636363636365,0,0.03907456,12
OISIN MULLIN,13066,GE,CA,13,7,1,1,8,0,0,0,5,1,1,1,2,2,1,0,3,5,0,1,2,0,1,76,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,0,8,0.10526315789473684,0,15,2,0,1,0.3333333333333333,2.5,1,-0.0,2,0.023957532,12
SHANNON NEALE,12992,GE,CA,13,5,2,5,10,0,1,7,1,0,3,0,2,0,2,0,6,4,0,1,1,0,1,78,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,2,10,0.1282051282051282,0,6,4,0,3,0.0,0.5,1,-0.09090909090909091,0,0.022968171,12
MARK OCONNOR,12531,GE,CA,13,8,9,7,15,0,0,0,4,1,1,1,1,1,0,0,3,11,0,0,2,0,0,80,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,0,15,0.1875,0,12,0,0,0,0.3333333333333333,4.0,0,-0.0,2,0.029284837,12
CONNOR OSULLIVAN,13122,GE,CA,13,13,12,5,18,0,0,0,1,4,1,1,1,0,1,0,4,14,3,0,8,0,0,95,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,0,18,0.18947368421052632,0,4,1,0,0,0.25,1.0,0,-0.0,32,0.16250737,12
BAILEY SMITH,12692,GE,CA,13,19,5,16,35,0,0,0,7,5,9,2,7,0,2,0,7,26,0,0,3,0,2,88,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,29,35,0.3977272727272727,0,49,14,0,18,0.2857142857142857,1.0,2,-1.3181818181818181,15,0.83486265,12
TOM STEWART,12505,GE,CA,13,13,4,9,22,0,0,0,2,8,0,2,2,0,2,0,9,7,0,0,2,0,0,72,2026,16939,HA,Friday,CARLTON,GEELONG,M.C.G.,12,16,88,12,12,84,2026-05-29,CA,GE,-0.045454545454545456,0,22,0.3055555555555556,0,18,4,0,0,0.2222222222222222,1.0,0,-0.0,16,0.067301795,12
JASPER ALGER,13242,RI,SY,13,5,4,1,6,3,0,0,4,0,2,0,2,0,2,0,3,4,1,2,1,0,0,71,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,0,6,0.08450704225352113,0,12,4,2,0,0.0,2.0,3,-0.0,0,0.02017197,12
NOAH BALTA,12686,RI,SY,13,8,5,4,12,0,1,8,0,3,2,3,5,0,2,0,6,5,1,0,2,0,0,88,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,0,12,0.13636363636363635,0,0,10,0,0,0.5,0.0,0,-0.0,6,0.029421592,12
SAM BANKS,13078,RI,SY,13,5,2,12,17,0,0,0,0,1,1,2,2,0,0,0,7,10,0,0,0,0,0,76,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,2,17,0.2236842105263158,0,0,0,0,0,0.2857142857142857,0.0,0,-1.3411764705882352,0,0.022921737,12
NATHAN BROAD,12456,RI,SY,13,8,4,6,14,0,0,0,1,5,2,0,3,0,0,0,3,10,0,0,7,0,0,87,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,0,14,0.16091954022988506,0,3,0,0,0,0.0,0.3333333333333333,0,-0.0,35,0.025659485,12
SETH CAMPBELL,13100,RI,SY,13,6,2,6,12,0,1,0,2,1,2,2,0,0,0,0,5,7,0,0,1,2,0,76,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,0,12,0.15789473684210525,0,10,0,0,0,0.4,2.0,0,-0.0,1,0.022793537,12
SAM CUMMING,13316,RI,SY,13,7,2,9,16,1,0,0,2,3,1,2,3,1,2,0,6,9,0,0,1,0,0,75,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,0,16,0.21333333333333335,2,12,6,0,0,0.3333333333333333,0.6666666666666666,1,-0.0,3,0.027371563,12
LIAM FAWCETT,13200,RI,SY,13,5,2,4,9,0,0,0,0,0,2,0,3,3,0,0,6,3,2,1,2,0,1,78,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,0,9,0.11538461538461539,0,0,0,2,2,0.0,0.0,1,-0.0,0,0.022527698,12
STEELY GREEN,13145,RI,SY,13,10,2,4,14,0,1,0,1,1,1,1,4,1,1,0,2,11,0,0,0,0,0,84,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,0,14,0.16666666666666666,0,2,4,0,0,0.5,0.25,0,-0.0,0,0.025289727,12
SAM GRLJ,13290,RI,SY,13,9,4,7,16,0,0,0,0,3,2,1,1,0,0,0,3,14,0,0,1,1,0,80,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,0,16,0.2,0,0,0,0,0,0.3333333333333333,0.0,0,-0.0,3,0.024977032,12
OLIVER HAYES-BROWN,13309,RI,SY,13,4,1,7,11,1,0,8,0,0,3,4,2,2,1,0,10,2,1,0,1,0,1,54,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,0,11,0.2037037037037037,4,0,2,0,3,0.4,0.0,2,-0.0,0,0.026203413,12
JACOB HOPPER,12440,RI,SY,13,12,3,13,25,0,1,0,3,2,8,5,4,2,1,0,14,12,0,0,0,0,0,69,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,5,25,0.36231884057971014,0,42,4,0,0,0.35714285714285715,0.75,0,-3.352941176470588,0,0.07642818,12
MYKELTI LEFAU,13113,RI,SY,13,5,5,7,12,1,0,0,4,0,1,0,3,1,0,0,8,7,2,1,2,0,0,85,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,0,12,0.1411764705882353,0,32,0,2,0,0.0,1.3333333333333333,1,-0.0,0,0.022705348,12
BEN MILLER,12941,RI,SY,13,8,2,3,11,0,0,0,1,9,0,0,2,1,1,0,3,4,1,0,10,1,0,100,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,0,11,0.11,0,3,2,0,0,0.0,0.5,0,-0.0,90,0.029985009,12
DION PRESTIA,11917,RI,SY,13,11,3,9,20,0,0,0,2,1,4,2,4,2,2,0,7,12,0,0,1,0,0,69,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,0,20,0.2898550724637681,0,14,8,0,0,0.2857142857142857,0.5,0,-0.0,1,0.031132696,12
PATRICK RETSCHKO,13313,RI,SY,13,8,4,2,10,0,0,0,2,2,2,0,2,0,1,0,3,8,0,0,0,1,1,83,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,0,10,0.12048192771084337,0,6,2,0,2,0.0,1.0,1,-0.0,0,0.024217376,12
NOAH ROBERTS-THOMSON,13323,RI,SY,13,6,1,0,6,1,0,0,1,0,1,0,2,0,0,0,2,3,0,0,0,0,0,62,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,0,6,0.0967741935483871,0,2,0,0,0,0.0,0.5,1,-0.0,0,0.022254003,12
JACK ROSS,12712,RI,SY,13,7,1,11,18,0,1,0,7,0,4,4,4,2,1,0,8,13,0,0,2,0,0,69,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,0,18,0.2608695652173913,0,56,4,0,0,0.5,1.75,0,-0.0,0,0.03426602,12
JAYDEN SHORT,12418,RI,SY,13,15,6,2,17,0,0,0,3,2,2,0,1,0,0,0,1,10,0,0,2,0,0,78,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,0,17,0.21794871794871795,0,3,0,0,0,0.0,3.0,0,-0.0,4,0.026827296,12
TYLER SONSIE,13014,RI,SY,13,7,4,9,16,1,0,0,2,1,3,1,0,1,0,0,7,9,0,0,1,0,0,83,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,0,16,0.1927710843373494,1,14,0,0,0,0.14285714285714285,2.0,1,-0.0,1,0.02559387,12
TIM TARANTO,12504,RI,SY,13,9,4,15,24,0,1,0,3,0,3,3,2,1,1,0,16,10,1,1,1,0,0,82,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,20,24,0.2926829268292683,0,48,2,1,0,0.1875,1.5,0,-13.411764705882351,0,0.054148056,12
LUKE TRAINOR,13191,RI,SY,13,9,3,3,12,0,0,0,2,5,0,1,1,1,1,0,5,6,1,0,3,2,0,88,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,0,12,0.13636363636363635,0,10,1,0,0,0.2,2.0,0,-0.0,15,0.028423928,12
JAMES TREZISE,13095,RI,SY,13,7,4,8,15,0,0,0,2,4,1,2,5,0,3,0,5,9,1,0,1,0,0,78,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,0,15,0.19230769230769232,0,10,15,0,0,0.4,0.4,0,-0.0,4,0.026855115,12
NICK VLASTUIN,12174,RI,SY,13,9,3,2,11,0,1,0,4,5,0,1,1,2,0,0,3,6,1,0,1,0,0,83,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,-0.6705882352941176,4,11,0.13253012048192772,0,12,0,0,0,0.3333333333333333,4.0,0,-2.6823529411764704,5,0.023635052,12
JOEL AMARTEY,12844,SY,RI,13,6,2,4,10,1,2,0,4,0,2,0,1,1,0,0,6,3,2,0,2,0,0,74,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,0,10,0.13513513513513514,0,24,0,0,0,0.0,4.0,1,0.0,0,0.026201174,12
RILEY BICE,13195,SY,RI,13,8,5,13,21,0,1,0,1,1,5,1,0,0,0,0,3,16,0,0,2,3,1,89,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,0,21,0.23595505617977527,0,3,0,0,5,0.3333333333333333,1.0,1,0.0,2,0.077006325,12
NICK BLAKEY,12699,SY,RI,13,19,5,9,28,0,0,0,0,4,2,0,3,0,1,0,7,18,1,0,3,2,2,73,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,7,28,0.3835616438356164,0,0,3,0,4,0.0,0.0,2,4.694117647058823,12,0.5796202,12
CAIDEN CLEARY,13157,SY,RI,13,6,4,12,18,0,1,0,3,0,4,2,3,1,1,0,5,13,0,1,0,0,0,86,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,0,18,0.20930232558139536,0,15,3,0,0,0.4,1.0,0,0.0,0,0.037488975,12
HARRY CUNNINGHAM,12015,SY,RI,13,13,2,8,21,0,0,0,1,4,4,0,0,0,0,0,4,16,1,0,0,1,0,64,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,0,21,0.328125,0,4,0,0,0,0.0,1.0,0,0.0,0,0.16012578,12
CHARLIE CURNOW,12421,SY,RI,13,14,9,4,18,8,1,0,1,0,2,0,2,0,0,0,6,12,2,7,0,0,1,93,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,1,18,0.1935483870967742,0,6,0,14,2,0.0,0.5,9,0.6705882352941176,0,0.9489714,12
WILL EDWARDS,13318,SY,RI,13,3,3,2,5,0,0,0,0,2,0,0,2,0,2,0,1,4,0,0,2,1,0,82,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,0,5,0.06097560975609756,0,0,4,0,0,0.0,0.0,0,0.0,4,0.025887901,12
TOM HANILY,13173,SY,RI,13,7,4,11,18,0,2,0,0,0,3,1,1,1,0,0,4,14,0,1,1,0,0,69,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,0,18,0.2608695652173913,0,0,0,0,0,0.25,0.0,0,0.0,0,0.044173416,12
ISAAC HEENEY,12326,SY,RI,13,19,7,13,32,5,1,0,7,1,9,5,3,3,1,0,11,17,1,3,1,1,2,85,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,17,32,0.3764705882352941,25,77,3,3,18,0.45454545454545453,2.3333333333333335,7,11.399999999999999,1,0.95662147,12
JAMES JORDON,12860,SY,RI,13,9,4,14,23,1,2,0,0,0,4,0,2,0,1,0,6,17,0,1,0,0,0,85,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,0,23,0.27058823529411763,0,0,2,0,0,0.0,0.0,1,0.0,0,0.14745808,12
HARRY KYLE,13327,SY,RI,13,5,2,11,16,0,0,0,3,5,2,3,0,2,0,0,5,10,0,0,5,3,1,76,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,0,16,0.21052631578947367,0,15,0,0,2,0.6,3.0,1,0.0,25,0.037778396,12
PETER LADHAMS,12729,SY,RI,13,11,2,13,24,1,0,28,0,2,1,9,4,4,1,0,18,9,1,0,1,0,0,80,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,0,24,0.3,9,0,4,0,0,0.5,0.0,1,0.0,2,0.64468944,12
JAKE LLOYD,12268,SY,RI,13,6,2,9,15,0,0,0,4,0,2,0,2,1,1,0,5,10,0,2,1,0,3,83,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,0,15,0.18072289156626506,0,20,2,0,6,0.0,2.0,3,0.0,0,0.027895829,12
TOM MCCARTIN,12627,SY,RI,13,16,13,10,26,0,0,0,1,5,1,1,3,2,0,0,10,16,6,0,4,3,0,95,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,0,26,0.2736842105263158,0,10,0,0,0,0.1,0.3333333333333333,0,0.0,20,0.6333148,12
LOGAN MCDONALD,12861,SY,RI,13,11,7,4,15,2,2,0,0,0,4,0,2,0,2,0,6,8,1,4,0,0,1,73,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,1,15,0.2054794520547945,0,0,4,4,4,0.0,0.0,3,0.6705882352941176,0,0.09313224,12
JUSTIN MCINERNEY,12711,SY,RI,13,3,2,8,11,0,0,0,1,0,3,2,1,1,1,0,5,7,0,0,1,0,2,59,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,0,11,0.1864406779661017,0,5,1,0,6,0.4,1.0,2,0.0,0,0.027956028,12
HAYDEN MCLEAN,12745,SY,RI,13,6,4,2,8,4,0,6,3,0,1,0,2,1,1,0,2,5,1,4,2,0,0,74,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,1,8,0.10810810810810811,0,6,2,4,0,0.0,1.5,4,0.6705882352941176,0,0.5976599,12
LEWIS MELICAN,12526,SY,RI,13,11,4,3,14,0,0,0,3,2,3,0,1,0,1,0,6,7,2,0,7,0,1,71,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,0,14,0.19718309859154928,0,18,1,0,3,0.0,3.0,1,0.0,14,0.0657022,12
JAMES ROWBOTTOM,12714,SY,RI,13,8,2,7,15,0,1,0,7,1,3,2,0,0,0,0,8,8,1,1,2,0,3,85,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,3,15,0.17647058823529413,0,56,0,1,9,0.25,7.0,3,2.011764705882353,2,0.10910913,12
JAI SERONG,13022,SY,RI,13,10,7,8,18,0,2,0,1,2,1,1,2,1,0,0,8,10,1,0,0,0,2,83,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,0,18,0.21686746987951808,0,8,0,0,2,0.125,0.5,2,0.0,0,0.08414655,12
ANGUS SHELDRICK,12951,SY,RI,13,7,2,23,30,0,1,0,0,1,3,4,5,1,4,0,13,19,0,0,2,0,1,67,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,0,30,0.44776119402985076,0,0,20,0,3,0.3076923076923077,0.0,1,0.0,2,0.1800279,12
CHAD WARNER,12797,SY,RI,13,20,6,12,32,3,2,0,1,3,8,5,6,0,1,0,9,22,0,2,0,8,1,76,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,21,32,0.42105263157894735,15,9,6,0,8,0.5555555555555556,0.16666666666666666,4,14.08235294117647,0,0.94236255,12
SAM WICKS,12818,SY,RI,13,12,6,7,19,0,0,0,1,4,5,0,3,0,2,0,3,14,0,0,0,7,0,79,2026,16940,HA,Saturday,SYDNEY,RICHMOND,S.C.G.,25,20,170,8,8,56,2026-05-30,SY,RI,0.6705882352941176,0,19,0.24050632911392406,0,3,6,0,0,0.0,0.3333333333333333,0,0.0,0,0.091095425,12
